Sr. No.,Division,District,Institute Code,Year,Course,Institute Name,Capacity,Enrolled
219,Chh. Sambhaji Nagar,Latur,394,2018-19,ANM,"TIRMULLA  A.N.M. NURSING SCHOOL, JALKOT, LATUR",20,20
220,Pune,Solapur,395,2018-19,ANM,"RAJMATA JIJAU NURSING SCHOOL, PANDHARPUR",20,10
221,Konkan,Sindhudurg,400,2018-19,ANM,"GENERAL HOSPITAL,  SINDHUDURG",20,19
222,Chh. Sambhaji Nagar,Beed,401,2018-19,ANM,"VAIDYANATH NURSING SCHOOL, ,PARALI-VAIJNATH, BEED",40,2
223,Pune,Pune,405,2018-19,ANM,"JANAKI INSTITUTE OF NURSING EDUCATION , PUNE",20,12
224,Amravati,Yavatmal,410,2018-19,ANM,"SHRI VINAYAKRAOBAPU DESHMUKH NURSING SCHOOL , SAWARGAON , YAVATMAL",20,20
225,Chh. Sambhaji Nagar,Beed,412,2018-19,ANM,"JIJAMATA SCHOOL OF NURSING, MAJALGAON, BEED",20,10
226,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,415,2018-19,ANM,"AURANGABAD NURSING SCHOOL, BHALGAON, AURANGABAD",20,10
227,Chh. Sambhaji Nagar,Latur,420,2018-19,ANM,"SANT RAMBHAU A.N.M. SCHOOL , AHMEDPUR , LATUR",20,0
228,Chh. Sambhaji Nagar,Parbhani,421,2018-19,ANM,"MADHAV A.N.M. SCHOOL, PARBHANI",20,12
229,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,423,2018-19,ANM,"PAITHAN NURSING SCHOOL, PAITHAN, AURANGABAD",20,19
230,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,424,2018-19,ANM,"PRIYANKA GANDHI NURSING SCHOOL, AURANGABAD",20,11
231,Nashik,Dhule,425,2018-19,ANM,"KIRAN NURSING SCHOOL, KAPADNE, DHULE",20,11
232,Nagpur,Bhandara,426,2018-19,ANM,"PAWANRAJA NURSING SCHOOL , PAUNI , BHANDARA",30,28
233,Nashik,Dhule,427,2018-19,ANM,"SAU. R.G. MALI NURSING COLLEGE, AKLAD , DHULE",20,12
234,Pune,Kolhapur,428,2018-19,ANM,"SHRI BHAIRAVNATH NURSING SCHOOL , ICHALKARANJI  , KOLHAPUR",20,20
235,Amravati,Yavatmal,431,2018-19,ANM,"MATOSHRI ORGANIZATION OF NURSING EDUCATION , YAVATMAL",20,20
236,Chh. Sambhaji Nagar,Jalna,432,2018-19,ANM,"JALNA NURSING SCHOOL, SHELGAON, JALNA",20,10
237,Chh. Sambhaji Nagar,Jalna,446,2018-19,ANM,"GENERAL HOSPITAL, JALANA",20,19
238,Pune,Solapur,449,2018-19,ANM,"DHANVANTERI SCHOOL OF NURSING , MALSHIRAS , SOLAPUR",30,0
239,Chh. Sambhaji Nagar,Parbhani,476,2018-19,ANM,"Dr.Prafulla Patil Nursing School, Parbhani",20,20
240,Chh. Sambhaji Nagar,Parbhani,477,2018-19,ANM,"BELESHWAR INSTITUTE OF NURSING, PARBHANI",20,20
241,Pune,Satara,480,2018-19,ANM,"BEL AIR COLLEGE OF NURSING, PANCHAGANI, SATARA",30,30
242,Pune,Kolhapur,481,2018-19,ANM,"SAVITRIBAI PHULE COLLEGE OF NURSING, KOLHAPUR",20,11
243,Nagpur,Nagpur,482,2018-19,ANM,SMT. HANSABEN NURSING SCHOOL NAGPUR,20,20
244,Konkan,Thane,484,2018-19,ANM,"NAVJEEVAN SCHOOL OF NURSING, SHAHAPUR, THANE",20,18
245,Konkan,Thane,485,2018-19,ANM,"DAYANAND SCHOOL OF NURSING, VADOLI TALASARI THANE",25,25
246,Konkan,Raigarh,486,2018-19,ANM,"PRATIBHA SCHOOL OF NURSING, KOPERKHAIRANE, NAVI MUMBAI",20,20
247,Konkan,Sindhudurg,487,2018-19,ANM,"SARASWATI ANM NURSING SCHOOL, KANKAVLI, SINDHUDURG",20,20
248,Nashik,Nashik,488,2018-19,ANM,"SAI NURSING SCHOOL, MALEGAON NASHIK",20,20
249,Konkan,Thane,489,2018-19,ANM,"N. K. T. T. SCHOOL OF NURSING, BHIWANDI, THANE",20,20
250,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,490,2018-19,ANM,"Manik Nursing School, Garkhed, Aurangabad",20,20
251,Chh. Sambhaji Nagar,Latur,492,2018-19,ANM,"New Vision School of Nursing, Latur",20,18
252,Chh. Sambhaji Nagar,Beed,493,2018-19,ANM,MAULI NURSING SCHOOL BARSHI ROAD BEED,20,20
253,Chh. Sambhaji Nagar,Jalna,494,2018-19,ANM,"Mathsyodari Nursing School, Tal  Ambad, Jalna",20,20
254,Chh. Sambhaji Nagar,Beed,495,2018-19,ANM,"ANKITA DOUND INSTITUTE OF NURSING SCHOOL, AMBAJOGAI, BEED",20,10
255,Chh. Sambhaji Nagar,Parbhani,496,2018-19,ANM,"SAKSHI NURSING SCHOOL, MANWAT, PARBHANI",20,20
256,Nashik,Nashik,497,2018-19,ANM,"SWAMI VIVEKANAND SANSTHA, MALEGAON, NASHIK",20,10
257,Pune,Pune,499,2018-19,ANM,"Sushrusha Nursing School, Ap  Daund, Pune",20,18
258,Pune,Pune,500,2018-19,ANM,"SUSHILA NURSING SCHOOL, DAUND, PUNE",20,9
259,Pune,Sangli,501,2018-19,ANM,"CHINGUAAI INSTITUTE OF NURSING EDUCATION, KAVATHE MAHANKAL, SANGLI",20,10
260,Pune,Kolhapur,502,2018-19,ANM,"SANJEEVA NURSING SCHOOL, KOLHAPUR",20,20
261,Nashik,Ahilyanagar,505,2018-19,ANM,"SAVITRIBAI PHULE ANM NURSING COLLEGE, SHRIGONDA, AHMEDNAGAR",20,10
262,Nashik,Ahilyanagar,506,2018-19,ANM,"KOPERGAON TALUKA VIDYARTHI SAHAYYAK SCHOOL OF NURSING,KOPERGAON",20,20
263,Pune,Sangli,507,2018-19,ANM,"ABHINAV INSTITUTE OF NURSING EDUCATION, MIRAJ, SANGLI",20,19
264,Pune,Pune,508,2018-19,ANM,"PRIYADARSHINI SHAK. BAU. GRAM VIKAS MAHILA SEVABHAVI MANDAL, SCHOOL OF NURSING, SHIRUR, PUNE",20,20
265,Nagpur,Bhandara,512,2018-19,ANM,"ASHIRWAD NURSING SCHOOL OF ANM, SAKOLI BHANDARA",40,40
266,Amravati,Yavatmal,513,2018-19,ANM,"Jeevan Rekha  School of Nursing, Tal  Umarkhed, Yavatmal",20,20
267,Amravati,Yavatmal,514,2018-19,ANM,"Sanjeevan Nursing School, Yavatmal,",20,20
268,Nagpur,Nagpur,515,2018-19,ANM,"SUVARNA SCHOOL OF NURSING SAONER, NAGPUR",20,20
269,Nagpur,Nagpur,516,2018-19,ANM,"Indira Gandhi ANM Nursing School, Tal  Bhiwapur, Nagpur",20,20
270,Amravati,Yavatmal,517,2018-19,ANM,"Yash Institute of Nursing, Athori Bazar, Yavatmal",20,20
271,Nagpur,Wardha,523,2018-19,ANM,"NEW MAHARASHTRA INSTITUTE OF NURSING, MAHADEVPURA, WARDHA",20,15
272,Nashik,Ahilyanagar,524,2018-19,ANM,"SHREE SAI NURSING SCHOOL, JAMKHED, AHMEDNAGAR",20,11
273,Pune,Sangli,526,2018-19,ANM,"VIDYA SAGAR NURSING SCHOOL, SANGLI",20,17
274,Nagpur,Gondia,531,2018-19,ANM,"Shri Dattatraya Prabhu Bahu. Shikshan Sanstha, Tiroda, Gondia",30,30
275,Chh. Sambhaji Nagar,Nanded,533,2018-19,ANM,"Sharadrao Nursing College, Naigona Nanded",20,19
276,Chh. Sambhaji Nagar,Nanded,534,2018-19,ANM,DHARTI SCHOOL OF NURSING MALEGAON RD NANDED,20,20
277,Chh. Sambhaji Nagar,Nanded,535,2018-19,ANM,"Satabai Landge Nursing School, Nanded",20,20
278,Amravati,Amravati,539,2018-19,ANM,"SHRI SANT LAHANUJI MAHARAJ SCHOOL OF NURSING, DARYAPUR, AMRAVATI",20,20
279,Nashik,Nashik,541,2018-19,ANM,"KALWAN NURSING SCHOOL, KALWAN, NASHIK",20,20
280,Nashik,Nashik,542,2018-19,ANM,"DINDORI SCHOOL OF NURSING, DINDORI, NASHIK",20,20
281,Nashik,Nashik,543,2018-19,ANM,"YEOLA SCHOOL OF NURSING, YEOLA, NASHIK",20,20
282,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,545,2018-19,ANM,"Yeshwant Institute of Nursing, Paithan Road, Aurangabad",30,30
283,Chh. Sambhaji Nagar,Latur,546,2018-19,ANM,"SWAMI VIVEKANAND SHIKSHAN PRASARAK MANDAL, UDGIR, LATUR",20,10
284,Amravati,Washim,548,2018-19,ANM,"Nazarene Nursing Training College, Pusad Road, Washim",20,19
285,Nagpur,Gondia,550,2018-19,ANM,"Gondia Nursing College, Gondia",20,15
286,Nagpur,Gondia,552,2018-19,ANM,"S. CHANDRA SCHOOL OF NURSING, ARJUNI GONDIA",20,10
287,Amravati,Amravati,553,2018-19,ANM,"Sardar Nursing Institute, Walgaon Road, Amravati",20,0
288,Amravati,Amravati,555,2018-19,ANM,"M.J. Pawade Nurisng School, Tal - Morshi, Amravati",20,20
289,Nagpur,Wardha,557,2018-19,ANM,"Sunita Nursing School, Tal  Shelu, Wardha",20,20
290,Nagpur,Gondia,558,2018-19,ANM,"S.R.V. NURSING SCHOOL, DAWAKI, TAL DEORI DIST GONDIA",20,19
291,Chh. Sambhaji Nagar,Dharashiv,559,2018-19,ANM,"Late Changdevrao Banger Nursing School, Tal - Bhum, Osmanabad",20,14
292,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,561,2018-19,ANM,"Prabhavati Nursing School, Aurangabad",20,20
293,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,563,2018-19,ANM,GOGANATH BABA ANM NURSING SCHOOL CHITEGAON AURANGABAD,20,20
294,Chh. Sambhaji Nagar,Latur,565,2018-19,ANM,"Sarojini Naidu School of Nursing, Chakur, Latur",20,20
295,Chh. Sambhaji Nagar,Nanded,566,2018-19,ANM,"Indira Gandhi School of Nursing, Loha, Nanded",20,20
296,Nashik,Nashik,567,2018-19,ANM,"MATOSHRI ASARABAI DARADE SCHOOL OF NURSING, YEOLA, NASHIK",20,20
297,Amravati,Akola,568,2018-19,ANM,"MAHARSHI WALMIKI INSTITUTE OF NURSING MALKAPUR,AKOLA",30,30
298,Amravati,Akola,571,2018-19,ANM,"AZAD HIND NURSING SCHOOL, AKOLA",20,20
299,Amravati,Amravati,573,2018-19,ANM,"Gurumauli Institue of Nursing Science, Amravati",20,20
300,Chh. Sambhaji Nagar,Hingoli,580,2018-19,ANM,"L.D.H.T. SCHOOL OF NURSING, HINGOLI",20,20
301,Chh. Sambhaji Nagar,Hingoli,581,2018-19,ANM,"JAI HIND NURSING SCHOOL, HINGOLI",20,20
302,Pune,Kolhapur,582,2018-19,ANM,"SANT GAJANAN MAHARAJ SCHOOL OF NURSING, CHINCHEWADI, GADHINGLAJ, KOLHAPUR",20,20
303,Konkan,Sindhudurg,584,2018-19,ANM,"MAI NURSING SCHOOL, KUDAL",20,20
304,Nashik,Dhule,585,2018-19,ANM,"RANIMANSAHEB MANUBADEVI RAWAL NURSING SCHOOL, DONDAICHA, DHULE",20,20
305,Nashik,Dhule,586,2018-19,ANM,"D.S. NURSING SCHOOL, SAKRI, DHULE",20,12
306,Konkan,Thane,587,2018-19,ANM,"SHRI GAJANAN MAHARAJ TRAINING SCHOOL OF  NURSING, JAWAHAR, THANE",20,15
307,Nashik,Nashik,588,2018-19,ANM,"PETH NURSING SCHOOL, PETH, NASHIK",20,20
308,Nashik,Nashik,589,2018-19,ANM,"IGATPURI NURSING SCHOOL, IGATPURI, NASHIK",20,20
309,Nashik,Nashik,590,2018-19,ANM,"NIFAD NURSING SCHOOL, NIFAD, NASHIK",20,20
310,Nashik,Nashik,591,2018-19,ANM,"MANMAD NURSING SCHOOL, YEOLA, NASHIK",20,20
311,Nashik,Nashik,592,2018-19,ANM,"SAI CARE NURSING SCHOOL, NASHIK",20,20
312,Nashik,Nashik,593,2018-19,ANM,"JIJAMATA NURSING SCHOOL, MALEGAON, NASHIK",20,20
313,Konkan,Raigarh,595,2018-19,ANM,"D. D. VISPUTE SCHOOL OF NURSING, PANVEL, RAIGAD",30,21
314,Nashik,Nashik,597,2018-19,ANM,"RAJEEV GANDHI GNM NURSING COLLEGE, SINNAR, NASHIK",20,20
315,Nashik,Nashik,598,2018-19,ANM,"TANMAYI NURSING INSTITUTE, NASHIK",20,20
316,Nashik,Nashik,601,2018-19,ANM,"KARM. R. S. WAGH EDUCATION  HEALTH SANSTHAS SCHOOL OF NURSING, DINDORI, NASHIK",20,10
317,Nashik,Ahilyanagar,604,2018-19,ANM,"MANGALA NURSING SCHOOL, AHMEDNAGAR",20,14
318,Nashik,Ahilyanagar,608,2018-19,ANM,"ABHINAV NURSING SCHOOL, AHMEDNAGAR",20,20
319,Pune,Pune,610,2018-19,ANM,"SHIRUR SCHOOL OF NURSING, SHIRUR, PUNE",20,11
320,Nashik,Ahilyanagar,612,2018-19,ANM,"ASHIRWAD NURSING SCHOOL, RAHURI, AHMEDNAGAR",20,20
321,Pune,Kolhapur,616,2018-19,ANM,"SHRI SIDDHI NURSING SCHOOL, KAGAL, KOLHAPUR",20,20
322,Pune,Kolhapur,617,2018-19,ANM,"SIDDHAGIRI NURSING INSTITUTE, KARVEER, KOLHAPUR",20,17
323,Nashik,Ahilyanagar,618,2018-19,ANM,"SAI NURSING SCHOOL, SHEVGAON, AHMEDNAGAR",20,0
324,Nashik,Ahilyanagar,620,2018-19,ANM,"DR. RAMESH DHOKANE PATIL SCHOOL OF NURSING, NEWASA, AHMEDNAGAR",20,19
325,Nashik,Ahilyanagar,622,2018-19,ANM,"NITYASEVA NURSING SCHOOL, PARNER, AHMEDNAGAR",20,19
326,Pune,Sangli,623,2018-19,ANM,"KEDARNATH NURSING SCHOOL, ISLAMPUR, SANGLI",20,20
327,Nashik,Ahilyanagar,625,2018-19,ANM,"SHRUTI NURSING SCHOOL, SHRIRAMPUR, AHMEDNAGAR",20,12
328,Nashik,Ahilyanagar,626,2018-19,ANM,"KOPARGAON NURSING SCHOOL, KOPERGAON, AHMEDNAGAR",20,12
329,Pune,Sangli,627,2018-19,ANM,"LAXMIPRABHA NURSING INSTITUTE, MIRAJ, SANGLI",20,20
330,Pune,Sangli,628,2018-19,ANM,"SHABBIR AHMED ANSARI NURSING SCHOOL, MIRAJ, SANGLI",20,11
331,Nashik,Ahilyanagar,629,2018-19,ANM,"LATE BHAU DAJI PATIL DESHMUKH GRAMIN VIKAS PRATISHTHAN'S RANM SCHOOL, AHMEDNAGAR",20,20
332,Nashik,Ahilyanagar,630,2018-19,ANM,"SAWALI SCHOOL OF NURSING, PARNER, AHMEDNAGAR",20,14
333,Pune,Pune,633,2018-19,ANM,"TILAK MAHARASHTRA VIDYAPEETH INSTITUTE OF NURSING EDUCATION  RESEARCH, PUNE",20,11
334,Nashik,Ahilyanagar,634,2018-19,ANM,"JIJAMATA NURSING SCHOOL, SHEVGAON, AHMEDNAGAR",20,20
335,Pune,Sangli,635,2018-19,ANM,"DHANVANTARI INSTITUTE OF NURSING  PARAMEDICAL SCIENCES, SHIRALA, SANGLI",20,13
336,Pune,Solapur,636,2018-19,ANM,"VIJAYSINH MOHITE PATIL SCHOOL OF NURSING, MALSHIRAS, SOLAPUR",20,8
337,Pune,Pune,637,2018-19,ANM,"LATE UDHAVRAO TULSHIRAM JADHAVAR FOUNDATIONS INSTITUTE OF NURSING, PUNE",20,20
338,Pune,Solapur,638,2018-19,ANM,"SARDARBI INSTITUTE OF NURSING EDUCATION, MOHOL, SOLAPUR",20,17
339,Pune,Solapur,642,2018-19,ANM,"JANKALYAN INSTITUTE OF NURSING EDUCATION, PANDHARPUR, SOLAPUR",20,16
340,Pune,Satara,645,2018-19,ANM,"WILLIS F. PIERCE MEMORIAL HOSPITAL, WAI, SATARA",20,20
341,Pune,Pune,650,2018-19,ANM,"YASH INSTITUTE OF NURSING  PARAMEDICAL SCIENCES, INDAPUR, PUNE",20,20
342,Pune,Sangli,651,2018-19,ANM,"SHRI DATTA SCHOOL OF NURSING, SHIRALA, SANGLI",20,20
343,Pune,Solapur,652,2018-19,ANM,"DHANSHRI INSTITUTE OF NURSING, MADHA, SOLAPUR",20,20
344,Nagpur,Wardha,653,2018-19,ANM,"CHETNA NURSING INSTITUTE, WARDHA",20,20
345,Amravati,Buldana,654,2018-19,ANM,"JIJAMATA SCHOOL OF NURSING, BULDANA",20,20
346,Nagpur,Chandrapur,655,2018-19,ANM,"DEONIL SCHOOL OF NURSING, MUL, CHANDRAPUR",20,20
347,Amravati,Amravati,656,2018-19,ANM,"SARASWATI INSTITUTE OF NURSING SCIENCES AND RESEARCH, AMRAVATI",40,40
348,Nagpur,Bhandara,657,2018-19,ANM,"MAHALAXMI NURSING SCHOOL, TUMSAR, BHANDARA",20,20
349,Nagpur,Gondia,658,2018-19,ANM,"KAMALATAI BUDHE NURSING SCHOOL, GONDIA",20,20
350,Nagpur,Wardha,659,2018-19,ANM,"NANDATAI LOHAVE SCHOOL OF NURSING, WARDHA",20,20
351,Nagpur,Wardha,660,2018-19,ANM,"D. P. NURSING SCHOOL & RESEARCH INSTITUTE, WARDHA",20,19
352,Nagpur,Bhandara,661,2018-19,ANM,"SAI NURSING SCHOOL, TUMSAR, BHANDARA",20,20
353,Nagpur,Nagpur,663,2018-19,ANM,"SAIRAM SCHOOL OF NURSING, RAMTEK, NAGPUR",20,20
354,Nagpur,Chandrapur,664,2018-19,ANM,"MOTHER TERESA NURSING ACADAMY, BALLARPUR, CHANDRAPUR",30,4
355,Nagpur,Nagpur,666,2018-19,ANM,"ACHARYA VINOBA BHAVE SCHOOL OF NURSING, KATOL, NAGPUR",30,30
356,Amravati,Yavatmal,668,2018-19,ANM,"SWA. RUPESHKUMAR INGOLE SCHOOL OF NURSING, YAVATMAL",20,20
357,Amravati,Yavatmal,670,2018-19,ANM,"MAHAJAN NURSING SCHOOL, YAVATMAL",20,20
358,Amravati,Buldana,671,2018-19,ANM,"PAINGANGA INSTITUTE OF NURSING, BULDANA",20,20
359,Nagpur,Gadchiroli,672,2018-19,ANM,"SHRI SAI SCHOOL OF NURSING, ARMORI, GADCHIROLI",20,17
360,Amravati,Yavatmal,673,2018-19,ANM,"INDIRABAI BHOYAR SCHOOL OF NURSING, GHATANJI, YAVATMAL",20,12
361,Nagpur,Wardha,674,2018-19,ANM,"KINKAR SCHOOL OF NURSING, SELOO, WARDHA",20,18
362,Nagpur,Chandrapur,675,2018-19,ANM,"SANT GAJANAN MAHARAJ NURSING SCHOOL, SINDE WAHI, CHANDRAPUR",20,20
363,Amravati,Buldana,676,2018-19,ANM,"MAHATMA JYOTIBA PHULE BAHU. SHIKSHAN SANSTHAS NURSING SCHOOL, CHIKHALI, BULDHANA",20,20
364,Nagpur,Bhandara,679,2018-19,ANM,"AROMIRA SCHOOL OF NURSING, BHANDARA",20,14
365,Amravati,Buldana,680,2018-19,ANM,"DR. K. B. MAPRI INSTITUTE OF NURISNG, LONAR, BULDHANA",20,20
366,Amravati,Amravati,681,2018-19,ANM,"VIDHARBH SCHOOL OF NURSING, AMRAVATI",20,20
367,Amravati,Buldana,682,2018-19,ANM,"KALASKAR NURSING INSTITUTE, NANDURA, BULDHANA",20,20
368,Nagpur,Nagpur,683,2018-19,ANM,"SUMANTAI WASNIK INSTITUTE OF NURSING, NAGPUR",20,19
369,Nagpur,Wardha,686,2018-19,ANM,"SATAO NURSING TRAINING SCHOOL, WARDHA",20,18
370,Nagpur,Bhandara,687,2018-19,ANM,"NAV  YUVA NURSING SCHOOL, BHANDARA",30,29
371,Nagpur,Nagpur,688,2018-19,ANM,"POOJA NURSING SCHOOL, NAGPUR",40,40
372,Nagpur,Gondia,689,2018-19,ANM,"HEALTH CARE NURSING SCHOOL, AMGAON, GONDIA",20,20
373,Nagpur,Bhandara,690,2018-19,ANM,"G.S.NURSING SCHOOL, SAKOLI, BHANDARA",20,19
374,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,694,2018-19,ANM,"SHRI GORAKSHA NURSING SCHOOL, PHULAMBRI, AURANGABAD",20,20
375,Chh. Sambhaji Nagar,Latur,696,2018-19,ANM,"JIJAMATA NURSING SCHOOL, LATUR",20,20
376,Chh. Sambhaji Nagar,Beed,697,2018-19,ANM,"SHREE VENKATESHA NURSING SCHOOL, BEED",20,17
377,Chh. Sambhaji Nagar,Latur,699,2018-19,ANM,"S.G.NURSING SCHOOL, LATUR",20,0
378,Chh. Sambhaji Nagar,Beed,700,2018-19,ANM,"GANDHI NURSING SCHOOL, ASHTI, BEED",20,14
379,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,701,2018-19,ANM,"MAHARAJA  SAYAJIRAO GAIKWAD NURSING SCHOOL, AURANGABAD",20,20
380,Chh. Sambhaji Nagar,Beed,702,2018-19,ANM,"RASHTRAMATA JIJAU NURSING SCHOOL, PATODA, BEED",20,20
381,Chh. Sambhaji Nagar,Beed,704,2018-19,ANM,"VISHWAS SAWANT NURSING SCHOOL, BEED",20,14
382,Chh. Sambhaji Nagar,Parbhani,705,2018-19,ANM,"INDIRA GANDHI A.N.M. NURSING SCHOOL, PARBHANI",20,20
383,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,707,2018-19,ANM,"DR. DAHIPHALE MEDICAL FOUNDATION TRUST'S SCHOOL OF NURSING, AURANGABAD",20,20
384,Chh. Sambhaji Nagar,Nanded,709,2018-19,ANM,"GANSHANTI NURSING SCHOOL, NANDED",20,20
385,Chh. Sambhaji Nagar,Nanded,710,2018-19,ANM,"RAM RATAN NURSING INSTITUTE, BHOKAR, NANDED",20,20
386,Chh. Sambhaji Nagar,Dharashiv,711,2018-19,ANM,"BILL GATES NURSING SCHOOL, OSMANABAD",20,15
387,Chh. Sambhaji Nagar,Latur,714,2018-19,ANM,"JAWALGE NURSING SCHOOL, LATUR",20,20
388,Chh. Sambhaji Nagar,Nanded,717,2018-19,ANM,"GOVINDRAO PAUL NURSING SCHOOL, NANDED",30,30
389,Chh. Sambhaji Nagar,Dharashiv,718,2018-19,ANM,"RENUKA NURSING RANM SCHOOL, KALAMB, OSMANABAD",20,20
390,Chh. Sambhaji Nagar,Latur,719,2018-19,ANM,"DAYEE INSTITUTE OF NURSING,LATUR",20,20
391,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,721,2018-19,ANM,"SAVITRIBAI PHULE NURSING SCHOOL, KANNAD, AURANGABAD",20,20
392,Chh. Sambhaji Nagar,Parbhani,722,2018-19,ANM,"RAJMATA AHILYA DEVI INSTITUTION OF NURSING, PARBHANI",20,20
393,Chh. Sambhaji Nagar,Parbhani,725,2018-19,ANM,"KAI. MUNIRAM NIKE NURSING SCHOOL, SONPETH, PARBHANI",20,20
394,Chh. Sambhaji Nagar,Parbhani,727,2018-19,ANM,"RADHAI INSTITUTE OF NURSING SCHOOL, GANGAKHED, PARBHANI",20,17
395,Chh. Sambhaji Nagar,Latur,728,2018-19,ANM,"PUSHPAI NURSING SCHOOL, AHMEDPUR, LATUR",20,20
396,Chh. Sambhaji Nagar,Nanded,732,2018-19,ANM,"SWAMI RAMANAND TIRTH NURSING INSTITITUE, KANDHAR, NANDED",20,19
397,Chh. Sambhaji Nagar,Beed,733,2018-19,ANM,"PRAGATI NURSING SCHOOL, PATODA, BEED",20,16
398,Chh. Sambhaji Nagar,Beed,734,2018-19,ANM,"SAMARTH NURSING SCHOOL, WADVANI, BEED",20,19
399,Chh. Sambhaji Nagar,Parbhani,740,2018-19,ANM,"SAMARTH NURSING SCHOOL, PARBHANI",20,15
400,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,746,2018-19,ANM,"SHEETAL NURSING SCHOOL, AURANGABAD",20,11
401,Chh. Sambhaji Nagar,Latur,748,2018-19,ANM,"SAVITHRIBAI PULE NURSING SCHOOL, JALKOT, LATUR",20,19
402,Chh. Sambhaji Nagar,Nanded,749,2018-19,ANM,"GANGABAI PATIL NURSING SCHOOL, BILOLI, NANDED",20,20
403,Chh. Sambhaji Nagar,Beed,750,2018-19,ANM,"SANSKRUTI NURSING SCHOOL, BEED",20,16
404,Chh. Sambhaji Nagar,Hingoli,751,2018-19,ANM,"SHRAVNI INSTISUTE OF NURSING, BASMAT, HINGOLI",20,20
405,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,754,2018-19,ANM,"BHARTIYA NURSING SCHOOL, AURANGABAD",20,20
406,Chh. Sambhaji Nagar,Parbhani,756,2018-19,ANM,"SHRI SURESHDADA DESHMUKH INSTITUTE OF NURSING, PARBHANI",20,20
407,Chh. Sambhaji Nagar,Nanded,757,2018-19,ANM,"BHIVRAJ KALANTRI NURSING INSTITUTE, NANDED",20,18
408,Chh. Sambhaji Nagar,Beed,758,2018-19,ANM,"KAI BABURAO GHULE SCHOOL OF NURSING, AMBAJOGAI, BEED",20,20
409,Chh. Sambhaji Nagar,Nanded,760,2018-19,ANM,"RAJMATA JIJAU NURSING SCHOOL, NANDED",20,20
410,Chh. Sambhaji Nagar,Nanded,763,2018-19,ANM,"MOTHER TERESA NURSING SCHOOL, NANDED",20,16
411,Chh. Sambhaji Nagar,Nanded,764,2018-19,ANM,"OMKAR NURSING SCHOOL, BILOLI, NANDED",20,20
412,Chh. Sambhaji Nagar,Latur,765,2018-19,ANM,"MAHARASHTARA NURSING SCHOOL, CHAKUR, LATUR",20,19
413,Chh. Sambhaji Nagar,Nanded,767,2018-19,ANM,"ADARSHA NURSING SCHOOL, DEGLOOR, NANDED",20,19
414,Chh. Sambhaji Nagar,Beed,768,2018-19,ANM,"RAMLING VIGHNE NURSING SCHOOL, BEED",20,20
415,Nagpur,Gondia,769,2018-19,ANM,"S. CHANDRA NURSING SCHOOL, AMGAON, GONDIA",20,19
416,Nagpur,Gondia,770,2018-19,ANM,"SMT. GUNAMALA JAIN CHARITABLE TRUSTS INSTITUTE OF NURSING EDUCATION, GONDIA",20,20
417,Nagpur,Gondia,771,2018-19,ANM,"SMT. LAXMIBAI CHANDEKAR NURSING SCHOOL, GORGAON, GONDIA",20,20
418,Nagpur,Gondia,772,2018-19,ANM,"GONDIA CITY INSTITUTE OF NURSING & PARAMEDICAL SCIENCES, GONDIA",20,20
419,Chh. Sambhaji Nagar,Latur,775,2018-19,ANM,"MATRUBHOOMI NURSING SCHOOL, UDGIR, LATUR",30,30
420,Chh. Sambhaji Nagar,Dharashiv,777,2018-19,ANM,"K.T. PATIL SCHOOL OF  NURSING, OSMANABAD",20,20
421,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,779,2018-19,ANM,"AURANGABAD NURSING SCHOOL, AURANGABAD",20,20
422,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,780,2018-19,ANM,"SHAHNAWAZ NURSING SCHOOL, AURANGABAD",20,20
423,Chh. Sambhaji Nagar,Nanded,781,2018-19,ANM,"NARMADA NURSING INSTITUTE , LOHA, NANDED",20,0
424,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,783,2018-19,ANM,"SHAHU MAHARAJ NURSING SCHOOL, AURANGABAD",20,10
425,Chh. Sambhaji Nagar,Parbhani,786,2018-19,ANM,"TORJA NURSING SCHOOL, PARBHANI",20,20
426,Chh. Sambhaji Nagar,Dharashiv,787,2018-19,ANM,"SAI NURSING COLLEGE, UMERGA, OSMANABAD",20,19
427,Chh. Sambhaji Nagar,Latur,788,2018-19,ANM,"NEW MOTHER TERESA A.N.M. SCHOOL OF NURSING, UDGIR, LATUR",20,14
428,Chh. Sambhaji Nagar,Parbhani,790,2018-19,ANM,"SAISHA NURSING SCHOOL, PURNA, PARBHANI",20,20
